gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
4,5,3,2,2,3,2,8,4,5,3,2,1,4,4,2,5,2,3,1,1,1,4,3,,2,,1,2,3,1,1,3,3,2,5,3,2,1,1,3,3,1,3,3,2,3,3,2,4,1,1,90,3,8,1,,3,1,1,0,1,1,0,1,1,1,1,3,5,3,5,3,1,2,3,,4,4,1,3,,1,1,3,,4,3,0,1,1,5,4,1,5,3,1,5,5,3,2,1,3,4,3,3,3,3,3,1,5,2,3,1,0,,,2,1,,1,1,1,0,4,19,4,12,,,9,5,8,3,4,1,90,3,1,1,3,2.5,2,7.5,10,3,16,,3,14,1,3,1,,3,12,9,I describe myself in another way,Not sure,Heterosexual/straight,No,No,I don't know,No,7 years old,4,5 - Completely true,3,2,1 - Completely not true,4,4,Sometimes,Very much like me,A little like me,Somewhat like me,None of the time,None of the time,None of the time,Often,Some of the time,,Rarely,,Strongly agree,Agree,Disagree,Strongly agree,Never,Sometimes,Sometimes,Almost Never,5 - Not happy or unhappy,Disagree,Sometimes,Never,Never,Always,Always,Never,Always,Always,Sometimes,Always,Occasionally,Agree,Strongly disagree,Yes,1 day,Around 1.5 hours,Sometimes,6 to 7 hours,None ,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat,5 - Always,3,5 - Always,3,Yes,Slightly,Very helpful,,Fully,4,1 - Never,3,,Yes,Not at all,Very helpful,,Fully,3,No,Yes,Very safe,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Occasionally,Often or always,Never,Never,Occasionally,Agree,Not at all,About the same,Unsure,Quite interested,Mostly,Rarely,Somewhat,Somewhat,Not at all,A lot,1-3 times in last 6 months,4+ times in last 6 months,Not at all,No,,,Uncomfortable,Not at all,,FSM,SEN,Ethnic minority,No,School D
2,4,2,3,,3,,2,4,4,1,3,5,3,9,2,2,5,4,3,1,3,4,1,2,4,2,3,3,,3,,3,2,3,6,5,2,,1,2,1,3,3,3,3,1,4,4,1,1,7,120,,3,4,9,7,1,0,0,0,0,0,0,0,1,0,5,3,4,2,5,1,1,1,,2,3,4,2,4,1,1,1,,3,7,1,1,3,5,2,3,2,2,2,4,1,2,1,1,2,,1,3,1,2,5,3,3,2,3,2,1,,1,,4,10,1,1,1,1,4,18,9,13,18,,,6,,4,5,1,840,,6,1,1,1,,,10,5,14,13,7,14.3333333333333,1,4,0,,1,13,8,Boy,I describe myself in another way,Gay/lesbian,Unsure,,I don't know,,1 year old,4,4,1 - Completely not true,3,5 - Completely true,3,9,Sometimes,A little like me,Very much like me,Mostly like me,Some of the time,None of the time,Some of the time,Often,None of the time,Rarely,Often,Agree,Disagree,Disagree,,Disagree,,Sometimes,Almost Never,Sometimes,6,Prefer not to say,Sometimes,,Never,Sometimes,Never,Always,Always,Always,Always,Never,Hardly ever,Strongly disagree,Strongly agree,Yes,7 days,Around 2 hours or more,,1 to 2 hours,None ,No,No,No,No,No,No,No,Yes,No,A lot,3,4,2,5 - Always,Yes,Not at all,Not helpful,,Slightly,3,4,2,4,Yes,Not at all,Not helpful,,Mostly,7,Yes,Yes,Fairly unsafe,Strongly disagree,Agree,Neither agree nor disagree,Agree,Some of the time,Some of the time,Hardly ever,Often or always,Some of the time,Strongly agree,Not at all,Poorer,,Not interested,Mostly,Often,A little,A lot,Somewhat,Somewhat,1-3 times in last 6 months,4+ times in last 6 months,1-3 times in last 6 months,Yes,,Not helpful,,Fully,Year 10,FSM,SEN,Ethnic minority,Yes,School D
5,3,1,1,,3,2,15,4,2,5,,,4,1,4,5,1,5,2,1,4,2,5,3,2,2,,3,1,4,4,2,1,1,10,2,3,1,2,3,2,3,1,1,3,1,3,,2,1,4,30,1,2,8,3,7,3,1,1,1,0,0,1,0,1,1,1,3,4,2,1,1,3,2,,3,1,4,,5,0,,,4,1,0,0,2,1,4,4,4,3,4,4,2,1,5,1,3,1,2,1,4,3,1,1,1,2,2,2,1,0,,,2,3,8,0,0,1,0,4,,1,15,19,,4,10,10,3,,1,120,5,7,3,2.75,4,2,8.75,10,1,10,,0,14,1,4,0,7.5,3,5,10,Currently unsure,Prefer not to say,Bi/pansexual,Yes,,I don't know,No,14 years old,4,2,5 - Completely true,,,4,1,Very often,Very much like me,Not at all like me,Very much like me,Rarely,None of the time,Often,Rarely,All of the time,Some of the time,Rarely,Agree,,Disagree,Strongly agree,Strongly disagree,Fairly Often,Almost Never,Never,Never,10 - Very happy,Agree,Always,Never,Sometimes,Always,Sometimes,Always,Never,Never,Always,Never,Occasionally,,Agree,Yes,4 days,Around 30 minutes,Almost always,Less than 1 hour,Several,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Not at all,3,4,2,1 - Never,Yes,Mostly,Somewhat helpful,,Mostly,1 - Never,4,,5 - Always,No,,,Very comfortable,Not at all,0 - Very unhappy,No,Unsure,Very safe,Disagree,Disagree,Disagree,Neither agree nor disagree,Hardly ever,Hardly ever,Some of the time,Often or always,Never,Strongly agree,Mostly,Richer,Quite a few,Not interested,Fully,Rarely,Not at all,Not at all,Not at all,A little,1-3 times in last 6 months,1-3 times in last 6 months,Not at all,No,,,Uncomfortable,Mostly,Year 8,Non-FSM,Non-SEN,Ethnic minority,No,School D
1,1,6,3,2,2,3,12,1,1,5,3,4,1,10,,5,4,2,2,,3,5,3,4,5,4,3,2,4,,2,2,1,5,9,3,1,1,3,1,1,1,2,3,3,1,1,1,3,0,7,120,4,7,9,2,7,2,0,1,1,0,0,1,0,0,1,3,4,2,2,2,0,,,1,2,3,3,5,,1,2,3,,3,4,1,0,4,1,1,3,1,5,1,,5,1,4,,1,1,1,1,4,4,,4,3,3,2,2,0,,,1,4,10,1,0,,0,2,19,10,,,,10,9,13,1,6,0,840,2,2,2,1,3,1,5,,3,10,,4,19,1,1,0,3,4,,8,Girl,Yes,Prefer not to say,Unsure,No,No,I don't know,11 years old,1 - Completely not true,1 - Completely not true,5 - Completely true,3,4,1 - Completely not true,10 - completely,,Very much like me,Mostly like me,A little like me,Rarely,,Some of the time,All of the time,Some of the time,Often,All of the time,Strongly disagree,Disagree,Agree,Strongly disagree,,Almost Never,Almost Never,Never,Very Often,9,Disagree,Never,Never,Always,Never,Never,Never,Sometimes,Always,Always,Never,Often or always,Strongly agree,Disagree,No,7 days,Around 2 hours or more,Not often,5 to 6 hours,Limited,No,Yes,Yes,No,No,Yes,No,No,Yes,Somewhat,4,2,2,2,No,,,Very uncomfortable,Slightly,3,3,5 - Always,,Yes,Slightly,Very helpful,,Mostly,4,Yes,No,Very unsafe,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Never,Often or always,,Never,Often or always,Strongly disagree,,Richer,Not many,Not interested,Not at all,Never,Quite a bit,,Quite a bit,Somewhat,4+ times in last 6 months,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Very uncomfortable,Fully,Year 10,FSM,Non-SEN,,No,School B
3,4,4,3,1,3,2,10,3,5,5,4,1,2,10,5,4,1,,3,4,2,2,1,1,1,3,3,3,,2,1,5,4,5,10,1,1,1,3,3,3,2,1,1,3,3,2,3,2,0,0,60,5,1,2,4,5,4,1,0,0,0,0,1,1,1,0,3,4,2,4,,0,,,1,3,2,5,5,1,0,,,1,1,3,1,1,1,2,4,,3,2,5,1,4,1,3,3,3,2,,5,2,,3,3,1,3,2,1,1,,1,,1,8,1,1,2,0,7,18,10,,14,,11,10,9,2,5,0,0,1,8,4,1,1,,,8,3,,13,3,,1,2,1,,2,,9,Non-binary,I describe myself in another way,I describe myself in another way,Unsure,Yes,I don't know,No,9 years old,3,5 - Completely true,5 - Completely true,4,1 - Completely not true,2,10 - completely,Always,Mostly like me,Not at all like me,,Some of the time,Often,Rarely,Rarely,None of the time,None of the time,None of the time,Disagree,Disagree,Disagree,,Agree,Never,Very Often,Fairly Often,Very Often,10 - Very happy,Strongly agree,Never,Never,Always,Always,Always,Sometimes,Never,Never,Always,Always,Some of the time,Disagree,Agree,No,0 days,Around 1 hour,Almost never,None,Lots,Yes,No,No,No,No,Yes,Yes,Yes,No,Somewhat,4,2,4,,No,,,Very uncomfortable,Mostly,2,5 - Always,5 - Always,1 - Never,No,,,Very uncomfortable,Not at all,3,Yes,Yes,Very safe,Agree,Disagree,,Neither agree nor disagree,Some of the time,Never,Often or always,Hardly ever,Often or always,Disagree,Mostly,About the same,Quite a few,,Unsure,Sometimes,,Somewhat,Somewhat,Not at all,4+ times in last 6 months,1-3 times in last 6 months,Not at all,Yes,,Not helpful,,Not at all,Year 8,FSM,SEN,White British,No,School G
6,5,6,1,3,2,2,6,,2,1,2,3,2,3,5,3,1,2,,1,2,5,4,4,3,4,3,3,3,4,3,3,2,3,11,4,3,3,3,3,1,3,3,,1,2,2,4,2,0,5,,1,3,8,2,6,4,0,0,0,1,1,1,1,1,0,3,5,5,2,3,0,,,3,,2,2,3,5,1,1,3,,1,2,0,0,3,4,3,5,3,1,2,1,4,5,,3,,2,,,4,5,2,1,4,4,4,4,1,3,2,,2,10,1,0,1,1,5,,3,11,,8,7,,,2,4,0,,5,6,4,3,2.5,2.75,8.25,,3,15,12,2,11.3333333333333,1,,,,4,12,3,Prefer not to say,Not sure,Prefer not to say,Yes,I don't know,No,No,5 years old,,2,1 - Completely not true,2,3,2,3,Always,Somewhat like me,Not at all like me,A little like me,,None of the time,Rarely,All of the time,Often,Often,Some of the time,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Almost Never,Sometimes,Prefer not to say,Strongly disagree,Always,Always,Always,Always,Never,Always,Always,,Never,Sometimes,Some of the time,Strongly disagree,Agree,No,5 days,,Almost always,1 to 2 hours,Lots,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Somewhat,5 - Always,5 - Always,2,3,No,,,Comfortable,,2,2,3,5 - Always,Yes,Not at all,Very helpful,,Not at all,2,No,No,Fairly unsafe,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Often or always,Some of the time,Often or always,Hardly ever,Never,,Mostly,,Quite a few,,,Never,A lot,A little,Not at all,Quite a bit,A few times a week,A few times a week,A few times a week,Yes,Mostly,Somewhat helpful,,Slightly,Year 10,FSM,Non-SEN,Ethnic minority,Yes,School E
4,3,2,3,1,3,3,4,2,5,2,5,2,2,3,4,3,5,,1,5,5,,2,5,5,,4,3,2,1,1,2,5,1,0,5,3,,2,3,1,2,1,3,1,2,3,2,1,1,5,30,,8,1,8,3,3,0,1,1,0,0,0,1,1,0,5,5,1,4,3,0,,,3,4,3,1,1,1,1,3,3,,2,10,1,2,1,4,4,1,4,5,2,2,5,4,4,3,4,3,1,3,3,1,3,1,2,4,4,1,1,3,3,,,10,0,1,2,,1,16,3,,,,11,0,,3,7,1,150,,1,3,3,3.5,3.5,10,,5,13,6,10,16,1,1,,8,3,7,6,I describe myself in another way,Prefer not to say,Gay/lesbian,Unsure,Yes,I don't know,I don't know,3 years old,2,5 - Completely true,2,5 - Completely true,2,2,3,Very often,Somewhat like me,Very much like me,,None of the time,All of the time,All of the time,,Rarely,All of the time,All of the time,,Strongly disagree,Disagree,Agree,Strongly agree,Never,Almost Never,Very Often,Never,0 - Very unhappy,Prefer not to say,Always,,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Occasionally,Agree,Strongly agree,Yes,5 days,Around 30 minutes,,6 to 7 hours,Several,No,Yes,Yes,No,No,No,Yes,Yes,No,A lot,5 - Always,1 - Never,4,3,No,,,Comfortable,Fully,3,1 - Never,1 - Never,1 - Never,Yes,Mostly,Very helpful,,Slightly,10 - Very happy,Yes,Unsure,Very safe,Disagree,Disagree,Strongly agree,Disagree,Never,Some of the time,Some of the time,Never,Hardly ever,Strongly disagree,Mostly,Don't know,A lot,Not interested,Mostly,Rarely,Not at all,Somewhat,Not at all,A little,A few times a week,A few times a week,Not at all,Yes,Mostly,Very helpful,,,Year 10,Non-FSM,SEN,White British,,School A
4,4,3,2,2,1,3,11,1,3,1,4,4,3,9,5,2,1,4,3,4,1,3,4,4,3,4,1,2,4,2,5,2,2,5,2,4,3,2,,2,,,1,3,2,2,1,4,4,1,7,60,5,7,5,3,8,1,1,1,0,0,1,1,1,0,1,,2,2,4,2,0,,,2,3,1,3,3,3,0,,,3,2,,1,0,5,4,2,4,,2,3,3,2,4,4,2,3,3,3,2,1,1,4,1,5,3,3,3,1,1,3,,4,,1,1,2,0,7,18,9,12,22,12,8,2,,1,2,1,420,1,2,1,2,3,2.5,7.5,11,,10,10,,,1,1,1,9,1,11,6,I describe myself in another way,I describe myself in another way,Heterosexual/straight,No,No,Yes,I don't know,10 years old,1 - Completely not true,3,1 - Completely not true,4,4,3,9,Always,A little like me,Not at all like me,Mostly like me,Some of the time,Often,None of the time,Some of the time,Often,Often,Some of the time,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Very Often,Almost Never,Almost Never,Very Often,2,Strongly disagree,Always,Sometimes,,Sometimes,,,Never,Always,Sometimes,Sometimes,Often or always,Strongly disagree,Strongly disagree,Yes,7 days,Around 1 hour,Almost never,5 to 6 hours,None ,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,2,2,4,2,No,,,Uncomfortable,Mostly,1 - Never,3,3,3,No,,,Comfortable,Slightly,,Yes,No,Don't know,Disagree,Agree,Disagree,,Some of the time,Occasionally,Occasionally,Some of the time,Hardly ever,Strongly disagree,Slightly,About the same,A lot,Quite interested,Slightly,Often,Not at all,Quite a bit,Not at all,A lot,4+ times in last 6 months,4+ times in last 6 months,4+ times in last 6 months,Yes,Not at all,Very helpful,,Fully,,FSM,SEN,White British,No,School G
5,5,1,2,3,1,2,6,1,3,5,2,5,4,2,2,1,1,4,4,1,3,4,4,3,5,2,3,4,2,,3,4,5,1,1,3,2,2,2,2,3,1,2,3,1,1,3,4,4,,7,120,1,2,6,9,8,1,1,0,1,0,0,1,1,1,1,5,4,3,,2,1,2,2,,4,5,5,2,5,1,,1,,3,9,,1,4,5,4,3,2,1,3,3,4,2,4,3,3,2,5,4,1,1,1,4,,3,2,2,1,3,2,,3,8,0,0,2,0,6,26,2,8,24,,7,1,11,3,2,,840,5,7,1,2.25,,2.75,,13,5,,17,9,11,1,1,1,,1,,8,Currently unsure,Not sure,Bi/pansexual,No,I don't know,Yes,No,5 years old,1 - Completely not true,3,5 - Completely true,2,5 - Completely true,4,2,Sometimes,Not at all like me,Not at all like me,Mostly like me,Often,None of the time,Some of the time,Often,Often,Some of the time,All of the time,Agree,Disagree,Strongly disagree,Agree,,Sometimes,Fairly Often,Very Often,Never,1,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,Occasionally,Strongly disagree,Strongly disagree,,7 days,Around 2 hours or more,Almost always,Less than 1 hour,None ,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,A lot,4,3,,2,Yes,Slightly,Somewhat helpful,,Fully,5 - Always,5 - Always,2,5 - Always,Yes,,Not helpful,,Mostly,9,,Yes,Very unsafe,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Often or always,Occasionally,Occasionally,Hardly ever,Some of the time,Strongly disagree,Mostly,About the same,Quite a few,Unsure,Fully,Often,Not at all,Not at all,Quite a bit,,4+ times in last 6 months,1-3 times in last 6 months,1-3 times in last 6 months,Yes,Mostly,Somewhat helpful,,Mostly,Year 8,Non-FSM,Non-SEN,White British,No,School F
6,1,3,3,3,2,2,13,3,3,2,3,2,2,,1,1,3,5,2,5,3,4,3,2,4,4,1,4,4,4,1,4,5,1,7,,3,2,2,3,3,2,1,,,1,5,3,1,0,1,120,1,4,4,6,7,2,1,1,1,1,1,0,0,0,1,1,2,5,3,1,0,,,,3,1,1,3,,0,,,,3,8,1,1,4,3,1,2,3,5,5,,5,4,4,4,2,,2,2,4,3,1,1,4,3,,4,1,2,2,,2,10,0,0,1,1,3,15,,10,23,8,9,7,,5,6,0,120,5,5,2,,,2.25,,12,1,11,,8,16,2,1,0,,4,9,,Prefer not to say,Yes,Heterosexual/straight,Unsure,I don't know,No,No,12 years old,3,3,2,3,2,2,,Almost never,Not at all like me,Somewhat like me,Very much like me,Rarely,All of the time,Some of the time,Often,Some of the time,Rarely,Often,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Fairly Often,Very Often,Never,7,,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,,,Never,Never,Disagree,Strongly agree,No,1 day,Around 2 hours or more,Almost always,2 to 3 hours,Limited,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not at all,2,5 - Always,3,1 - Never,No,,,,Mostly,1 - Never,1 - Never,3,,No,,,,Mostly,8,Yes,Yes,Very unsafe,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Never,Never,,Never,Hardly ever,Strongly disagree,Fully,Poorer,,A little interested,Slightly,Never,Somewhat,Not at all,Not at all,Quite a bit,4+ times in last 6 months,,A few times a week,Yes,Slightly,Somewhat helpful,,Slightly,Year 10,Non-FSM,Non-SEN,Ethnic minority,Yes,School C
5,4,6,2,3,2,3,6,5,4,3,3,4,2,2,3,2,4,3,3,5,3,4,3,5,5,3,1,,2,1,2,,5,1,9,5,3,3,2,2,3,1,1,,2,2,2,3,1,1,7,90,5,1,3,5,2,2,0,1,0,0,0,1,0,1,0,1,3,5,4,3,1,3,1,,2,3,3,2,2,0,,,4,2,0,1,1,5,2,5,,5,3,2,1,,4,4,2,1,,5,,1,,1,4,3,4,2,1,0,,,2,,8,1,1,1,1,6,17,2,12,28,,,9,,2,6,1,630,1,8,2,2,4,2,8,,1,15,10,0,,1,1,0,,1,,8,Currently unsure,I describe myself in another way,Prefer not to say,No,I don't know,No,I don't know,5 years old,5 - Completely true,4,3,3,4,2,2,Often,A little like me,Mostly like me,Somewhat like me,Some of the time,All of the time,Some of the time,Often,Some of the time,All of the time,All of the time,Disagree,Strongly agree,,Agree,Strongly agree,Almost Never,,Very Often,Never,9,Prefer not to say,Always,Always,Sometimes,Sometimes,Always,Never,Never,,Sometimes,Sometimes,Some of the time,Disagree,Strongly agree,Yes,7 days,Around 1.5 hours,Almost never,None,Limited,No,Yes,No,No,No,Yes,No,Yes,No,Not at all,3,5 - Always,4,3,Yes,Mostly,Not helpful,,Slightly,3,3,2,2,No,,,Very comfortable,Slightly,0 - Very unhappy,Yes,Yes,Don't know,Agree,Strongly disagree,,Strongly disagree,Occasionally,Some of the time,Often or always,,Hardly ever,Strongly disagree,Slightly,Richer,,Unsure,,Often,,Not at all,Quite a bit,Somewhat,A few times a week,1-3 times in last 6 months,Not at all,No,,,Uncomfortable,,Year 8,FSM,SEN,Ethnic minority,Yes,School F
2,2,4,3,2,2,1,2,5,3,4,3,1,3,6,5,4,4,5,4,5,3,5,3,,5,1,3,4,,1,3,4,5,4,8,4,1,3,1,3,1,2,3,1,1,2,3,4,1,0,7,60,3,9,9,,3,1,0,0,0,0,0,0,1,1,1,3,5,3,2,3,0,,,4,2,3,1,3,,1,3,3,,,7,1,0,2,3,4,5,2,1,,5,3,1,3,3,4,1,3,1,4,4,3,3,5,2,4,2,0,,,2,1,10,0,1,2,,3,15,6,18,,,10,8,12,3,5,0,420,3,0,1,4,3.5,2,9.5,,3,13,,7,13.6666666666667,1,2,,5,4,15,7,Boy,No,I describe myself in another way,Unsure,No,No,Yes,1 year old,5 - Completely true,3,4,3,1 - Completely not true,3,6,Always,Mostly like me,Mostly like me,Very much like me,Often,All of the time,Some of the time,All of the time,Some of the time,,All of the time,Strongly agree,Disagree,Strongly disagree,,Strongly agree,Sometimes,Fairly Often,Very Often,Fairly Often,8,Strongly disagree,Never,Always,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Occasionally,Strongly disagree,Strongly agree,No,7 days,Around 1 hour,Sometimes,7 hours or more,None ,No,No,No,No,No,No,Yes,Yes,Yes,Somewhat,5 - Always,3,2,3,No,,,Very comfortable,Slightly,3,1 - Never,3,,Yes,Mostly,Very helpful,,,7,Yes,No,Fairly safe,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Often or always,,Never,Occasionally,Often or always,Disagree,Mostly,Don't know,Not many,Quite interested,Not at all,Never,Quite a bit,Somewhat,Somewhat,A lot,1-3 times in last 6 months,A few times a week,1-3 times in last 6 months,No,,,Uncomfortable,Not at all,Year 10,Non-FSM,SEN,White British,,School C
1,2,3,3,3,3,3,12,,4,3,3,5,1,,4,5,1,4,2,4,,1,3,3,1,2,4,3,2,4,2,2,2,3,0,,2,3,1,1,3,2,1,2,1,1,3,2,4,0,4,,5,3,4,7,3,2,,,,,,,,,,3,4,3,4,4,1,4,1,,1,1,1,1,2,1,3,3,,,5,0,2,1,3,,1,4,3,4,2,5,,1,1,3,3,,3,1,4,1,1,,2,4,3,1,1,1,,1,,0,1,1,1,5,,,14,,10,9,0,13,3,4,0,,1,6,2,2.5,3.5,1,7,,3,15,5,5,,1,4,1,,1,,6,Girl,No,Heterosexual/straight,Unsure,I don't know,I don't know,I don't know,11 years old,,4,3,3,5 - Completely true,1 - Completely not true,,Very often,Very much like me,Not at all like me,Mostly like me,Rarely,Often,,None of the time,Some of the time,Some of the time,None of the time,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Almost Never,Almost Never,Almost Never,Sometimes,0 - Very unhappy,,Sometimes,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,Never,Occasionally,Agree,Strongly disagree,No,4 days,,Almost never,1 to 2 hours,Limited,,,,,,,,,,Somewhat,4,3,4,4,Yes,Fully,Not helpful,,Not at all,1 - Never,1 - Never,1 - Never,2,Yes,Mostly,Very helpful,,,5 - Not happy or unhappy,No,Unsure,Very safe,Neither agree nor disagree,,Strongly agree,Disagree,Occasionally,Hardly ever,Some of the time,Never,,Strongly agree,Not at all,About the same,A lot,,Mostly,Often,Quite a bit,Not at all,Not at all,,1-3 times in last 6 months,A few times a week,4+ times in last 6 months,Yes,Not at all,Not helpful,,Not at all,,Non-FSM,SEN,Ethnic minority,Yes,School E
2,1,4,1,3,3,2,14,5,3,4,5,,1,8,3,2,5,5,3,2,3,5,3,1,5,3,1,1,1,2,1,5,5,4,0,1,1,2,1,1,3,3,2,3,3,3,1,1,1,0,1,90,3,1,9,4,2,3,0,0,1,1,1,0,1,1,1,3,1,,3,3,1,1,2,,4,3,3,5,1,0,,,3,4,4,0,2,,1,1,4,4,3,5,5,5,5,3,3,1,3,,4,2,1,5,,2,2,,2,0,,,2,4,8,0,0,1,,6,,8,15,22,17,11,0,8,1,8,0,90,3,8,3,1.75,3,2,6.75,15,3,,12,4,,1,2,0,,2,,,Boy,Yes,I describe myself in another way,Yes,I don't know,I don't know,No,13 years old,5 - Completely true,3,4,5 - Completely true,,1 - Completely not true,8,Often,A little like me,Very much like me,Very much like me,Some of the time,Rarely,Some of the time,All of the time,Some of the time,None of the time,All of the time,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Never,Very Often,Very Often,Fairly Often,0 - Very unhappy,Strongly agree,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,Always,Always,Often or always,Strongly agree,Strongly agree,No,1 day,Around 1.5 hours,Sometimes,None,Several,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Somewhat,1 - Never,,3,3,Yes,Not at all,Somewhat helpful,,Fully,3,3,5 - Always,1 - Never,No,,,Comfortable,Fully,4,No,Unsure,,Strongly agree,Strongly agree,Disagree,Disagree,Occasionally,Never,Never,Never,Never,Disagree,Mostly,Richer,A lot,,Fully,Sometimes,Not at all,A lot,,A little,1-3 times in last 6 months,,1-3 times in last 6 months,No,,,Uncomfortable,Fully,Year 8,Non-FSM,Non-SEN,Ethnic minority,,School F
