gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,msoa,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
3.0,5.0,2.0,,3.0,1.0,1.0,7.0,4.0,,2.0,1.0,4.0,2.0,10.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,3,4.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,120.0,2.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,4.0,3.0,1.0,4.0,0.0,,,2.0,2.0,,3.0,2.0,4.0,1.0,2.0,1.0,,4.0,7.0,0.0,,5.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,4.0,0.0,,,4.0,3.0,10.0,1.0,0.0,2.0,0.0,2,North Devon 011,,10.0,11.0,17.0,17.0,4.0,3.0,11.0,5.0,5.0,0.0,240.0,4.0,7.0,3.0,2.0,1.5,4.0,7.5,11.0,,12.0,,7.0,,1.0,4.0,0.0,,2.0,12.0,6.0,Non-binary,Not sure,Gay/lesbian,,I don't know,Yes,Yes,6 years old,4,,2,1 - Completely not true,4,2,10 - completely,Often,Mostly like me,Not at all like me,Somewhat like me,Often,None of the time,Some of the time,Rarely,None of the time,None of the time,All of the time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Never,Very Often,Never,Never,3,Strongly disagree,Never,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Never,Agree,Disagree,No,2 days,Around 2 hours or more,Often,Less than 1 hour,Several,,,,,,,,,,,4,3,1 - Never,4,No,,,Uncomfortable,Slightly,,3,2,4,Yes,Slightly,Not helpful,,Fully,7,No,,Don't know,Neither agree nor disagree,Agree,Disagree,Agree,Never,Hardly ever,Never,Never,Often or always,Strongly agree,Slightly,Richer,Not many,Unsure,Fully,Sometimes,Not at all,A lot,A little,Quite a bit,4+ times in last 6 months,1-3 times in last 6 months,A few times a week,No,,,Very comfortable,Mostly,Year 10,FSM,Non-SEN,White British,No,School B
2.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,,5.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,8,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,6.0,90.0,2.0,2.0,1.0,4.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,1.0,4.0,,1.0,3.0,2.0,,2.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,,3.0,4.0,3.0,4.0,1.0,,3.0,,2.0,10.0,0.0,1.0,1.0,1.0,1,North Devon 007,,0.0,8.0,22.0,15.0,10.0,8.0,11.0,5.0,3.0,1.0,540.0,4.0,7.0,1.0,1.75,2.75,,,10.0,3.0,9.0,,0.0,13.0,1.0,1.0,1.0,7.0,4.0,,4.0,Boy,Yes,I describe myself in another way,Yes,No,Yes,I don't know,2 years old,1 - Completely not true,4,1 - Completely not true,,5 - Completely true,1 - Completely not true,0 - not at all,Sometimes,Mostly like me,Not at all like me,Not at all like me,Some of the time,All of the time,None of the time,All of the time,Often,Some of the time,None of the time,Strongly agree,Agree,Agree,Agree,Disagree,Almost Never,Almost Never,Fairly Often,Almost Never,8,Agree,Always,Never,Always,Never,Sometimes,Never,Always,Always,Never,Never,Never,Strongly disagree,Disagree,Yes,6 days,Around 1.5 hours,Often,Less than 1 hour,None ,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat,4,2,2,1 - Never,Yes,Not at all,Somewhat helpful,,Slightly,3,1 - Never,4,,Yes,Mostly,Somewhat helpful,,Slightly,0 - Very unhappy,No,No,Very unsafe,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Occasionally,Never,Some of the time,Occasionally,Strongly disagree,Fully,About the same,A lot,A little interested,Not at all,Never,Not at all,Somewhat,,Somewhat,A few times a week,4+ times in last 6 months,A few times a week,Yes,,Very helpful,,Slightly,Year 10,Non-FSM,SEN,Ethnic minority,Yes,School A
2.0,3.0,1.0,2.0,1.0,1.0,2.0,12.0,3.0,,1.0,1.0,,4.0,0.0,4.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,1.0,3.0,3.0,4.0,1.0,1.0,2.0,120.0,,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,4.0,1.0,,1.0,3.0,4.0,3.0,2.0,0.0,,,3.0,3.0,,0.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,,2.0,,2.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,0.0,,,3.0,2.0,8.0,1.0,0.0,2.0,1.0,1,North Devon 006,,0.0,10.0,32.0,9.0,9.0,3.0,,3.0,5.0,1.0,240.0,,3.0,1.0,2.5,3.0,3.0,8.5,8.0,1.0,16.0,12.0,,16.666666666666664,1.0,,0.0,,3.0,11.0,7.0,Boy,Prefer not to say,Bi/pansexual,No,Yes,Yes,No,11 years old,3,,1 - Completely not true,1 - Completely not true,,4,0 - not at all,Very often,Not at all like me,Not at all like me,Mostly like me,All of the time,All of the time,Some of the time,Often,All of the time,All of the time,All of the time,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Very Often,Fairly Often,Very Often,Very Often,3,Agree,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,,Never,Always,Occasionally,Strongly disagree,Strongly agree,Yes,2 days,Around 2 hours or more,,4 to 5 hours,None ,No,No,No,Yes,No,No,Yes,No,Yes,Not at all,5 - Always,5 - Always,3,3,Yes,Fully,Not helpful,,Not at all,3,4,3,2,No,,,Comfortable,Mostly,,No,Unsure,Fairly safe,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Some of the time,Hardly ever,Occasionally,,Some of the time,,Slightly,Poorer,Unsure,A little interested,Unsure,Rarely,A little,Not at all,Quite a bit,Quite a bit,1-3 times in last 6 months,1-3 times in last 6 months,A few times a week,No,,,Comfortable,Slightly,Year 8,FSM,Non-SEN,White British,Yes,School A
4.0,2.0,4.0,1.0,2.0,2.0,2.0,11.0,1.0,4.0,3.0,3.0,3.0,4.0,7.0,3.0,3.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,,3.0,4.0,,3.0,3.0,,5.0,4.0,4,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,4.0,120.0,1.0,4.0,9.0,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,,2.0,2.0,5.0,2.0,3.0,0.0,,,4.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,,,2.0,3.0,10.0,0.0,0.0,2.0,0.0,7,North Devon 013,22.0,7.0,12.0,26.0,,,4.0,13.0,4.0,8.0,0.0,480.0,5.0,5.0,2.0,3.25,4.0,2.0,9.25,12.0,2.0,10.0,12.0,4.0,14.666666666666666,1.0,4.0,0.0,8.0,3.0,10.0,10.0,I describe myself in another way,No,I describe myself in another way,Yes,No,No,No,10 years old,1 - Completely not true,4,3,3,3,4,7,Often,Somewhat like me,Not at all like me,Very much like me,Some of the time,Often,All of the time,Some of the time,All of the time,Often,Rarely,,Disagree,Strongly disagree,,Disagree,Sometimes,,Very Often,Fairly Often,4,Prefer not to say,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Hardly ever,Strongly agree,Strongly agree,No,4 days,Around 2 hours or more,Almost always,2 to 3 hours,Limited,No,Yes,Yes,No,No,No,Yes,No,No,A little,2,3,4,1 - Never,Yes,Fully,Somewhat helpful,,Slightly,2,5 - Always,2,3,No,,,Very comfortable,Fully,4,Yes,Unsure,Fairly safe,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Often or always,Never,Hardly ever,Often or always,Often or always,Strongly agree,Mostly,Richer,Not many,Quite interested,Fully,Rarely,Somewhat,Quite a bit,Not at all,A little,4+ times in last 6 months,Not at all,Not at all,No,,,Uncomfortable,Mostly,Year 10,Non-FSM,Non-SEN,White British,No,School G
2.0,2.0,5.0,2.0,3.0,3.0,2.0,16.0,5.0,3.0,3.0,5.0,5.0,4.0,9.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,,4.0,3.0,5.0,2.0,10,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,30.0,3.0,8.0,4.0,8.0,3.0,4.0,,,,,,,,,,1.0,5.0,2.0,1.0,2.0,0.0,,,2.0,4.0,1.0,5.0,4.0,2.0,0.0,,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,0.0,,,3.0,2.0,10.0,1.0,0.0,1.0,,1,North Devon 007,17.0,9.0,14.0,20.0,,8.0,10.0,7.0,4.0,5.0,1.0,180.0,3.0,1.0,4.0,2.0,1.0,3.0,6.0,11.0,1.0,10.0,12.0,2.0,18.0,1.0,1.0,0.0,9.5,2.0,10.0,10.0,Boy,No,Currently unsure,No,I don't know,I don't know,No,15 years old,5 - Completely true,3,3,5 - Completely true,5 - Completely true,4,9,Sometimes,Mostly like me,Very much like me,Somewhat like me,Often,Some of the time,All of the time,Often,None of the time,None of the time,Rarely,Strongly disagree,Disagree,Strongly disagree,Strongly agree,,Fairly Often,Sometimes,Very Often,Almost Never,10 - Very happy,Strongly agree,Sometimes,Always,Always,Always,Always,Always,Always,Never,Never,Never,Hardly ever,Strongly disagree,Strongly agree,Yes,6 days,Around 30 minutes,Sometimes,6 to 7 hours,Lots,,,,,,,,,,Not at all,5 - Always,2,1 - Never,2,No,,,Uncomfortable,Fully,1 - Never,5 - Always,4,2,No,,,Very uncomfortable,Mostly,2,Yes,Yes,Very safe,Strongly agree,Disagree,Strongly disagree,Strongly agree,Occasionally,Often or always,Never,Never,Never,Strongly disagree,Slightly,Richer,Quite a few,Very interested,Mostly,Sometimes,Not at all,Not at all,Somewhat,A lot,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Comfortable,Slightly,Year 10,FSM,Non-SEN,Ethnic minority,,School A
4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,2.0,3.0,,5.0,,5.0,4.0,3.0,4.0,1.0,1.0,2.0,,1.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,1.0,5,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,120.0,3.0,4.0,5.0,6.0,6.0,3.0,,,,,,,,,,1.0,4.0,5.0,3.0,1.0,0.0,,,2.0,4.0,2.0,5.0,3.0,2.0,0.0,,,2.0,4.0,10.0,0.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,3.0,,4.0,10.0,1.0,0.0,2.0,1.0,7,North Devon 014,14.0,,,,11.0,4.0,5.0,7.0,1.0,2.0,1.0,240.0,3.0,5.0,3.0,2.0,2.0,2.5,6.5,16.0,1.0,13.0,12.0,10.0,14.333333333333334,1.0,2.0,,,4.0,13.0,7.0,I describe myself in another way,Yes,Gay/lesbian,Yes,Yes,No,Yes,3 years old,5 - Completely true,2,5 - Completely true,5 - Completely true,2,3,,Always,,Very much like me,Mostly like me,Some of the time,Often,None of the time,None of the time,Rarely,,None of the time,Strongly disagree,Agree,Disagree,Disagree,Agree,Fairly Often,Very Often,Fairly Often,Never,5 - Not happy or unhappy,Strongly disagree,Always,Never,Always,Never,Always,Never,Always,Always,Always,Sometimes,Often or always,Strongly disagree,Strongly disagree,Yes,2 days,Around 2 hours or more,Sometimes,2 to 3 hours,Several,,,,,,,,,,Not at all,4,5 - Always,3,1 - Never,No,,,Uncomfortable,Fully,2,5 - Always,3,2,No,,,Uncomfortable,Fully,10 - Very happy,No,Yes,Fairly unsafe,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Never,Often or always,Occasionally,Some of the time,Never,Disagree,Fully,Don't know,A lot,Quite interested,Unsure,Never,A little,A little,Quite a bit,A lot,Not at all,A few times a week,4+ times in last 6 months,Yes,Not at all,Very helpful,,Fully,Year 10,FSM,Non-SEN,White British,Yes,School G
6.0,5.0,6.0,3.0,,2.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,5.0,,1.0,5.0,3.0,,2.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,8,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,60.0,3.0,3.0,4.0,7.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,,,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,,3.0,7.0,1.0,1.0,4.0,5.0,2.0,3.0,,3.0,,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,0.0,,,4.0,4.0,8.0,,0.0,1.0,1.0,2,Torridge 007,18.0,,,24.0,14.0,7.0,8.0,10.0,5.0,6.0,1.0,120.0,3.0,6.0,4.0,2.0,1.75,4.0,7.75,13.0,2.0,8.0,10.0,7.0,,1.0,3.0,1.0,,4.0,8.0,7.0,Prefer not to say,Not sure,Prefer not to say,Unsure,,No,No,2 years old,5 - Completely true,3,3,1 - Completely not true,1 - Completely not true,5 - Completely true,,Almost never,Very much like me,Somewhat like me,,Rarely,All of the time,All of the time,Often,Rarely,None of the time,All of the time,Agree,Agree,Disagree,Disagree,Strongly agree,Fairly Often,Fairly Often,Almost Never,Very Often,8,Strongly disagree,Never,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Disagree,Strongly agree,Yes,2 days,Around 1 hour,Sometimes,1 to 2 hours,Lots,No,Yes,No,No,No,Yes,Yes,Yes,No,A little,5 - Always,1 - Never,1 - Never,1 - Never,No,,,Uncomfortable,Slightly,4,1 - Never,4,1 - Never,Yes,Not at all,Somewhat helpful,,Mostly,7,Yes,Yes,Very unsafe,Strongly disagree,Agree,Neither agree nor disagree,,Occasionally,,Often or always,Often or always,Hardly ever,Agree,Fully,About the same,A lot,Quite interested,Unsure,Never,Not at all,Not at all,Not at all,A lot,1-3 times in last 6 months,A few times a week,1-3 times in last 6 months,No,,,Very comfortable,Fully,Year 8,,Non-SEN,Ethnic minority,Yes,School B
3.0,5.0,5.0,1.0,1.0,,1.0,12.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,5.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,0,,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,0.0,120.0,,9.0,2.0,8.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,0.0,,,3.0,1.0,5.0,5.0,3.0,2.0,0.0,,,2.0,2.0,8.0,0.0,0.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,4.0,,,5.0,5.0,3.0,5.0,1.0,1.0,4.0,0.0,,,1.0,3.0,8.0,1.0,0.0,2.0,0.0,1,North Devon 010,18.0,0.0,14.0,24.0,13.0,12.0,0.0,,2.0,3.0,0.0,0.0,,0.0,4.0,3.0,2.0,1.0,6.0,7.0,1.0,13.0,15.0,8.0,12.666666666666664,1.0,3.0,1.0,,,18.0,9.0,Non-binary,Not sure,Currently unsure,Yes,Yes,,Yes,11 years old,2,3,1 - Completely not true,2,3,3,0 - not at all,Always,A little like me,A little like me,Very much like me,None of the time,All of the time,Often,Some of the time,All of the time,All of the time,None of the time,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Almost Never,Almost Never,Very Often,Sometimes,0 - Very unhappy,,Never,Always,Never,Always,,Never,Never,Never,Always,Always,Some of the time,Disagree,Strongly disagree,No,0 days,Around 2 hours or more,,7 hours or more,Lots,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Not at all,1 - Never,4,5 - Always,3,No,,,Comfortable,Not at all,5 - Always,5 - Always,3,2,No,,,Uncomfortable,Slightly,8,No,No,Fairly safe,Disagree,Agree,Strongly disagree,Disagree,Never,Hardly ever,Occasionally,Occasionally,Never,Agree,Not at all,About the same,Quite a few,Very interested,,,A lot,A lot,Somewhat,A lot,Not at all,Not at all,A few times a week,No,,,Very uncomfortable,Mostly,Year 8,FSM,Non-SEN,White British,No,School A
2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,,,2.0,3.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,,,2.0,3.0,1.0,4.0,,3.0,2.0,5,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,60.0,4.0,6.0,1.0,1.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,0.0,,,4.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,,3.0,4.0,1.0,2.0,1.0,,4.0,3.0,3.0,5.0,1.0,4.0,5.0,1.0,1.0,,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,,4.0,4.0,2.0,1.0,2.0,3.0,,1.0,10.0,1.0,0.0,2.0,1.0,5,North Devon 006,,4.0,12.0,20.0,,,5.0,11.0,3.0,4.0,0.0,60.0,2.0,3.0,2.0,4.0,2.5,3.0,9.5,,2.0,13.0,14.0,4.0,,1.0,4.0,1.0,12.0,3.0,,5.0,Boy,I describe myself in another way,Bi/pansexual,Yes,Yes,No,I don't know,Under 1 year old,5 - Completely true,5 - Completely true,,,2,3,4,Always,Somewhat like me,A little like me,A little like me,All of the time,Some of the time,None of the time,Rarely,Rarely,All of the time,Rarely,,,Agree,Disagree,Strongly agree,Fairly Often,,Sometimes,Almost Never,5 - Not happy or unhappy,Prefer not to say,Sometimes,Never,Never,Never,Sometimes,Always,Always,Never,Always,Sometimes,Occasionally,Agree,Strongly disagree,No,1 day,Around 1 hour,Not often,4 to 5 hours,Limited,No,Yes,Yes,No,No,No,Yes,Yes,Yes,A little,2,2,5 - Always,4,No,,,Very comfortable,Not at all,5 - Always,3,2,4,Yes,Not at all,Very helpful,,Mostly,4,Yes,Unsure,Very safe,,Disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Often or always,Hardly ever,Never,Often or always,Strongly agree,,About the same,A lot,Very interested,Fully,Rarely,A lot,Quite a bit,A little,,A few times a week,A few times a week,1-3 times in last 6 months,Yes,Slightly,Very helpful,,Not at all,Year 10,FSM,Non-SEN,White British,Yes,School E
6.0,1.0,6.0,3.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,2.0,,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,9,2.0,3.0,3.0,,2.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,0.0,7.0,30.0,1.0,9.0,8.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,,,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,2.0,,3.0,1.0,0.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,,,3.0,8.0,0.0,1.0,2.0,0.0,3,Torridge 009,14.0,2.0,11.0,,10.0,11.0,9.0,,5.0,2.0,0.0,210.0,5.0,0.0,1.0,3.0,2.25,,,13.0,2.0,9.0,,1.0,,1.0,1.0,0.0,7.0,3.0,10.0,7.0,Prefer not to say,Yes,Prefer not to say,Unsure,Yes,I don't know,No,2 years old,5 - Completely true,4,2,5 - Completely true,4,2,2,Always,Mostly like me,Not at all like me,Not at all like me,Rarely,All of the time,Rarely,,Rarely,Rarely,Some of the time,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Sometimes,Almost Never,Fairly Often,Fairly Often,9,Agree,Always,Always,,Sometimes,Always,Never,Always,Always,Always,Always,Never,Strongly disagree,Strongly disagree,No,7 days,Around 30 minutes,Almost always,7 hours or more,None ,No,Yes,No,No,No,No,No,No,No,A little,2,1 - Never,2,4,No,,,Comfortable,Mostly,3,2,,1 - Never,Yes,Slightly,Somewhat helpful,,Mostly,1,No,Yes,Don't know,Strongly agree,Agree,Disagree,Neither agree nor disagree,Often or always,Hardly ever,Some of the time,Often or always,Hardly ever,Strongly disagree,Fully,Richer,Not many,Quite interested,Mostly,Rarely,Somewhat,Quite a bit,A little,Not at all,4+ times in last 6 months,A few times a week,Not at all,Yes,Not at all,,,Mostly,Year 8,Non-FSM,SEN,White British,No,School C
