variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
places_score,2.3846153846153846,26.0,School A,All,Boy,All,All,141.0,7.0,2.4397163120567376,0.2440705744146545,2.1956457376420833,2.683786886471392,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.369565217391304,23.0,School A,All,Boy,All,All,127.0,7.0,2.6102362204724407,0.1750996192057325,2.4351366012667084,2.785335839678173,below,NULL,NULL
home_talk_score,2.5952380952380953,21.0,School A,All,Boy,All,All,115.0,7.0,2.667391304347826,0.1122586263390833,2.5551326780087424,2.7796499306869094,average,NULL,NULL
peer_talk_score,2.869047619047619,21.0,School A,All,Boy,All,All,126.0,7.0,2.5873015873015874,0.22342515334522933,2.3638764339563583,2.8107267406468166,above,NULL,NULL
talk_score,8.160714285714286,14.0,School A,All,Boy,All,All,90.0,7.0,7.986111111111111,0.28816300746496276,7.697948103646148,8.274274118576074,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.0,20.0,School A,All,Boy,All,All,116.0,7.0,10.051724137931034,0.6639920213962146,9.387732116534819,10.715716159327249,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.727272727272727,22.0,School A,All,Boy,All,All,127.0,7.0,2.921259842519685,0.3653434387014095,2.5559164038182756,3.286603281221095,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.92,25.0,School A,All,Boy,All,All,117.0,7.0,12.05982905982906,0.4358797713067668,11.623949288522294,12.495708831135826,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.727272727272727,22.0,School A,All,Boy,All,All,107.0,7.0,12.327102803738319,0.6143920879882391,11.71271071575008,12.941494891726558,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.956521739130435,23.0,School A,All,Boy,All,All,127.0,7.0,4.811023622047244,0.30386099113498477,4.507162630912259,5.114884613182229,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,16.128205128205117,13.0,School A,All,Boy,All,All,36.0,3.0,15.490740740740737,0.6018035364026594,14.888937204338077,16.092544277143396,above,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0384615384615385,26.0,School A,All,Boy,All,All,142.0,7.0,1.0070422535211268,0.0148748973106674,0.9921673562104594,1.0219171508317941,above,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.32,25.0,School A,All,Boy,All,All,129.0,7.0,2.488372093023256,0.19084248503956458,2.2975296079836913,2.6792145780628203,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.35,20.0,School A,All,Boy,All,All,92.0,6.0,0.43478260869565216,0.09508420611608681,0.33969840257956535,0.5298668148117389,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,School A,All,Boy,All,All,22.0,2.0,8.022727272727273,0.6182625838505282,7.404464688876745,8.640989856577802,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.6153846153846154,26.0,School A,All,Boy,All,All,137.0,7.0,2.4671532846715327,0.25517146386165307,2.21198182080988,2.7223247485331856,average,Climate change,"
Worries regarding climate change"
social_score,11.0,15.0,School A,All,Boy,All,All,87.0,7.0,11.574712643678161,0.7989995518286606,10.7757130918495,12.373712195506823,average,Support from friends,"
The support young people receive from their peers"
bully_score,8.083333333333334,24.0,School A,All,Boy,All,All,136.0,7.0,7.639705882352941,0.3150586854686353,7.324647196884306,7.954764567821576,above,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,18.266666666666666,30.0,School A,All,All,FSM,All,245.0,7.0,18.191836734693876,0.39991313375053456,17.791923600943342,18.59174986844441,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.63265306122449,49.0,School A,All,All,FSM,All,349.0,7.0,5.011461318051576,0.42341097183460213,4.588050346216974,5.434872289886178,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.53061224489796,49.0,School A,All,All,FSM,All,347.0,7.0,12.072046109510087,0.3514410154570899,11.720605094052997,12.423487124967176,below,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.2,40.0,School A,All,All,FSM,All,252.0,7.0,20.988095238095237,0.5419872633844717,20.446107974710767,21.530082501479708,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.516129032258064,31.0,School A,All,All,FSM,All,228.0,7.0,12.526315789473685,0.4964755991413053,12.02984019033238,13.02279138861499,average,Self-esteem,"
How much young people value themselves"
stress_score,7.138888888888889,36.0,School A,All,All,FSM,All,300.0,7.0,7.76,0.5157175040450654,7.244282495954934,8.275717504045065,below,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.8431372549019605,51.0,School A,All,All,FSM,All,350.0,7.0,4.725714285714286,0.48310292680466366,4.242611358909622,5.20881721251895,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.84,25.0,School A,All,All,FSM,All,209.0,7.0,9.770334928229666,0.46230773382539764,9.308027194404268,10.232642662055063,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.2962962962962963,54.0,School A,All,All,FSM,All,373.0,7.0,3.0,0.2888950891439606,2.711104910856039,3.288895089143961,above,Loneliness,"
How often young people feel lonely"
support_score,4.62,50.0,School A,All,All,FSM,All,347.0,7.0,4.792507204610951,0.20926058156718672,4.583246623043764,5.001767786178138,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5,48.0,School A,All,All,FSM,All,355.0,7.0,0.5098591549295775,0.03123783089617077,0.4786213240334067,0.5410969858257482,average,Sleep,"
How much sleep young people get"
physical_score,224.04255319148936,47.0,School A,All,All,FSM,All,324.0,7.0,255.27777777777777,38.31028011156172,216.96749766621605,293.5880578893395,average,Physical activity,"
How physically active young people are"
free_like_score,2.94,50.0,School A,All,All,FSM,All,364.0,7.0,2.9752747252747254,0.12775689008026458,2.847517835194461,3.1030316153549897,average,Free time,"
How often young people can do things that they like in their free time"
media_score,3.9245283018867925,53.0,School A,All,All,FSM,All,376.0,7.0,4.0638297872340425,0.2089709154273086,3.854858871806734,4.2728007026613515,average,Social media use,"
How much time young people spend on social media"
places_score,2.30188679245283,53.0,School A,All,All,FSM,All,370.0,7.0,2.497297297297297,0.12986940132923763,2.3674278959680595,2.6271666986265347,below,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.6666666666666665,45.0,School A,All,All,FSM,All,312.0,7.0,2.55849358974359,0.1912647215547338,2.3672288681888563,2.7497583112983235,average,NULL,NULL
home_talk_score,2.566666666666667,45.0,School A,All,All,FSM,All,326.0,7.0,2.5559815950920246,0.113534034134801,2.442447560957224,2.6695156292268254,average,NULL,NULL
peer_talk_score,2.630434782608696,46.0,School A,All,All,FSM,All,334.0,7.0,2.534431137724551,0.1489536530689324,2.3854774846556186,2.6833847907934834,average,NULL,NULL
talk_score,7.862903225806452,31.0,School A,All,All,FSM,All,237.0,7.0,7.637130801687764,0.3935681975019383,7.243562604185826,8.030698999189703,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.613636363636363,44.0,School A,All,All,FSM,All,332.0,7.0,9.96987951807229,0.41116447040500537,9.558715047667285,10.381043988477295,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.9375,48.0,School A,All,All,FSM,All,339.0,7.0,2.8997050147492627,0.1767613145272931,2.7229437002219696,3.0764663292765557,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.020408163265307,49.0,School A,All,All,FSM,All,314.0,7.0,12.0828025477707,0.1459034358879068,11.936899111882793,12.228705983658609,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.13888888888889,36.0,School A,All,All,FSM,All,283.0,7.0,12.265017667844523,0.3663589811204951,11.898658686724028,12.631376648965018,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.673913043478261,46.0,School A,All,All,FSM,All,335.0,7.0,4.850746268656716,0.49630683958799654,4.35443942906872,5.347053108244713,above,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.708333333333336,24.0,School A,All,All,FSM,All,199.0,7.0,14.693467336683412,0.39965060612150616,14.293816730561906,15.093117942804918,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.037037037037037,54.0,School A,All,All,FSM,All,379.0,7.0,1.0237467018469657,0.018270869006094644,1.005475832840871,1.0420175708530603,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.36,50.0,School A,All,All,FSM,All,354.0,7.0,2.3022598870056497,0.10941845486601869,2.192841432139631,2.4116783418716685,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.4473684210526316,38.0,School A,All,All,FSM,All,269.0,7.0,0.35687732342007433,0.07874809314437167,0.2781292302757027,0.435625416564446,above,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,6.854166666666667,24.0,School A,All,All,FSM,All,145.0,7.0,7.310344827586207,0.38140676199365314,6.928938065592554,7.6917515895798605,below,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.6666666666666665,51.0,School A,All,All,FSM,All,368.0,7.0,2.532608695652174,0.11770497369537794,2.414903721956796,2.6503136693475517,above,Climate change,"
Worries regarding climate change"
social_score,11.710526315789474,38.0,School A,All,All,FSM,All,239.0,7.0,11.99581589958159,0.46081273928845756,11.535003160293133,12.456628638870047,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.673469387755102,49.0,School A,All,All,FSM,All,355.0,7.0,7.588732394366197,0.15679262605344962,7.4319397683127475,7.745525020419646,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,16.257142857142856,35.0,School A,All,All,Non-FSM,All,192.0,7.0,17.5,0.7385381905916355,16.761461809408363,18.238538190591637,below,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.5,58.0,School A,All,All,Non-FSM,All,296.0,7.0,5.121621621621622,0.5214740062728072,4.600147615348815,5.643095627894429,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.686274509803921,51.0,School A,All,All,Non-FSM,All,300.0,7.0,12.003333333333334,0.5228502773131976,11.480483056020136,12.526183610646532,above,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,20.70731707317073,41.0,School A,All,All,Non-FSM,All,229.0,7.0,20.768558951965066,0.7318092650054794,20.036749686959585,21.500368216970546,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.454545454545455,33.0,School A,All,All,Non-FSM,All,202.0,7.0,13.034653465346535,0.47659313795595565,12.55806032739058,13.51124660330249,below,Self-esteem,"
How much young people value themselves"
stress_score,7.733333333333333,45.0,School A,All,All,Non-FSM,All,253.0,7.0,7.810276679841897,0.29103750159728775,7.51923917824461,8.101314181439186,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.09433962264151,53.0,School A,All,All,Non-FSM,All,304.0,7.0,5.282894736842105,0.49537242683672833,4.787522310005377,5.778267163678834,average,Feelings around appearance,"
Young people's feelings around the way that they look"
