variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
school_belong_score,2.8260869565217392,23.0,School A,All,Boy,All,All,121.0,7.0,3.049586776859504,0.3168066860307501,2.732780090828754,3.366393462890254,average,School connection,Feelings of belonging at school
staff_relationship_score,12.473684210526317,19.0,School A,All,Boy,All,All,116.0,7.0,12.068965517241379,0.48716694816436157,11.581798569077018,12.55613246540574,average,Support from staff,The support received from adults at school
home_relationship_score,12.75,20.0,School A,All,Boy,All,All,110.0,7.0,12.127272727272727,0.531977139631569,11.595295587641157,12.659249866904297,above,Support from parents/carers,The support received from adults at home
home_happy_score,4.809523809523809,21.0,School A,All,Boy,All,All,122.0,7.0,4.868852459016393,0.4767993910300156,4.392053067986378,5.3456518500464085,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.450980392156865,17.0,School A,All,Boy,All,All,39.0,3.0,14.991452991452993,0.5113396164227895,14.480113375030204,15.502792607875783,below,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,24.0,School A,All,Boy,All,All,136.0,7.0,1.0,0.0,1.0,1.0,below,Discrimination,Whether young people feel discriminated against
belong_local_score,0.391304347826087,23.0,School A,All,Boy,All,All,130.0,7.0,0.46153846153846156,0.07268726668433564,0.3888511948541259,0.5342257282227972,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.1764705882352941,17.0,School A,All,Boy,All,All,99.0,7.0,0.2727272727272727,0.05877244916118427,0.21395482356608844,0.331499721888457,below,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,,,School A,All,Boy,All,All,,,,,,,nan,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.3043478260869565,23.0,School A,All,Boy,All,All,132.0,7.0,0.45454545454545453,0.13206808255742966,0.32247737198802484,0.5866135371028842,below,Climate change,Worries regarding climate change
social_score,10.625,16.0,School A,All,Boy,All,All,76.0,6.0,11.513157894736842,0.7054914831725728,10.80766641156427,12.218649377909415,below,Support from friends,The support young people receive from their peers
bully_score,7.428571428571429,21.0,School A,All,Boy,All,All,132.0,7.0,7.484848484848484,0.1769856328228011,7.307862852025683,7.661834117671286,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.875,32.0,School A,All,All,FSM,All,234.0,7.0,18.273504273504273,0.733754935435972,17.5397493380683,19.007259208940244,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.244897959183674,49.0,School A,All,All,FSM,All,343.0,7.0,5.058309037900875,0.400896886622208,4.657412151278667,5.459205924523083,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.660377358490566,53.0,School A,All,All,FSM,All,356.0,7.0,12.182584269662922,0.35658753073497196,11.82599673892795,12.539171800397893,below,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.3,40.0,School A,All,All,FSM,All,262.0,7.0,20.916030534351144,0.4117638337275513,20.504266700623592,21.327794368078695,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.314285714285717,35.0,School A,All,All,FSM,All,221.0,7.0,12.57918552036199,0.40756878453746676,12.171616735824523,12.986754304899458,average,Self-esteem,How much young people value themselves
stress_score,8.80952380952381,42.0,School A,All,All,FSM,All,285.0,7.0,7.989473684210527,0.41099748753953513,7.578476196670992,8.400471171750063,above,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.0588235294117645,51.0,School A,All,All,FSM,All,348.0,7.0,4.755747126436781,0.33965650202680286,4.4160906244099785,5.095403628463584,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.933333333333334,30.0,School A,All,All,FSM,All,194.0,7.0,10.082474226804123,0.4614248562694392,9.621049370534685,10.543899083073562,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.611111111111111,54.0,School A,All,All,FSM,All,375.0,7.0,2.978666666666667,0.3384846756744194,2.6401819909922475,3.317151342341086,below,Loneliness,How often young people feel lonely
support_score,5.132075471698113,53.0,School A,All,All,FSM,All,344.0,7.0,5.1104651162790695,0.23634411373713649,4.8741210025419335,5.346809230016206,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4615384615384615,52.0,School A,All,All,FSM,All,359.0,7.0,0.49025069637883006,0.049580168727408225,0.44067052765142184,0.5398308651062382,average,Sleep,How much sleep young people get
physical_score,263.1818181818182,44.0,School A,All,All,FSM,All,316.0,7.0,270.6645569620253,30.448140006225298,240.2164169558,301.1126969682506,average,Physical activity,How physically active young people are
free_like_score,0.392156862745098,51.0,School A,All,All,FSM,All,365.0,7.0,0.39452054794520547,0.06208873839146141,0.3324318095537441,0.45660928633666686,average,Free time,How often young people can do things that they like in their free time
media_score,3.641509433962264,53.0,School A,All,All,FSM,All,376.0,7.0,3.867021276595745,0.15877408891250505,3.7082471876832397,4.02579536550825,below,Social media use,How much time young people spend on social media
places_score,0.320754716981132,53.0,School A,All,All,FSM,All,373.0,7.0,0.48257372654155495,0.08117715825161868,0.40139656828993625,0.5637508847931736,below,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.5462962962962963,54.0,School A,All,All,FSM,All,360.0,7.0,2.5104166666666665,0.18596193555806095,2.3244547311086055,2.6963786022247276,average,,
home_talk_score,2.39,50.0,School A,All,All,FSM,All,345.0,7.0,2.4239130434782608,0.08545009450990475,2.338462948968356,2.5093631379881653,average,,
peer_talk_score,2.6666666666666665,51.0,School A,All,All,FSM,All,361.0,7.0,2.53393351800554,0.12187896496461377,2.4120545530409263,2.6558124829701537,above,,
talk_score,7.712765957446808,47.0,School A,All,All,FSM,All,316.0,7.0,7.4770569620253164,0.31605108975463747,7.161005872270679,7.793108051779954,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.387755102040815,49.0,School A,All,All,FSM,All,328.0,7.0,9.920731707317072,0.4626633243045016,9.45806838301257,10.383395031621575,below,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,3.02,50.0,School A,All,All,FSM,All,343.0,7.0,2.924198250728863,0.14949002028701636,2.774708230441847,3.0736882710158793,average,School connection,Feelings of belonging at school
staff_relationship_score,11.630434782608695,46.0,School A,All,All,FSM,All,320.0,7.0,11.8875,0.19468103007673895,11.69281896992326,12.082181030076738,below,Support from staff,The support received from adults at school
home_relationship_score,12.375,40.0,School A,All,All,FSM,All,281.0,7.0,12.252669039145907,0.3058032319624836,11.946865807183423,12.558472271108391,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.979591836734694,49.0,School A,All,All,FSM,All,342.0,7.0,4.815789473684211,0.26984199521598734,4.545947478468223,5.085631468900198,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.876543209876544,27.0,School A,All,All,FSM,All,197.0,7.0,15.282571912013537,0.6204622114299182,14.662109700583619,15.903034123443456,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.9629629629629628,54.0,School A,All,All,FSM,All,378.0,7.0,0.9788359788359788,0.023301497834939344,0.9555344810010395,1.0021374766709181,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.5102040816326531,49.0,School A,All,All,FSM,All,345.0,7.0,0.4289855072463768,0.05253966937964033,0.37644583786673647,0.4815251766260171,above,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.2195121951219512,41.0,School A,All,All,FSM,All,272.0,7.0,0.31985294117647056,0.059564940556241903,0.26028800062022867,0.37941788173271246,below,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,6.86,25.0,School A,All,All,FSM,All,140.0,7.0,7.317857142857143,0.3436766238260834,6.9741805190310595,7.661533766683227,below,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4528301886792453,53.0,School A,All,All,FSM,All,366.0,7.0,0.5327868852459017,0.06439397862695442,0.4683929066189473,0.5971808638728561,below,Climate change,Worries regarding climate change
social_score,12.129032258064516,31.0,School A,All,All,FSM,All,238.0,7.0,12.084033613445378,0.4204830333380269,11.663550580107351,12.504516646783404,average,Support from friends,The support young people receive from their peers
bully_score,7.38,50.0,School A,All,All,FSM,All,357.0,7.0,7.333333333333333,0.17629036860453606,7.157042964728797,7.509623701937869,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,17.384615384615383,26.0,School A,All,All,Non-FSM,All,205.0,7.0,17.970731707317075,0.5572060587907174,17.413525648526356,18.527937766107794,below,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.517857142857143,56.0,School A,All,All,Non-FSM,All,300.0,7.0,5.223333333333334,0.49017058593823437,4.733162747395099,5.713503919271568,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.5,54.0,School A,All,All,Non-FSM,All,289.0,7.0,11.986159169550174,0.3233643301459394,11.662794839404235,12.309523499696112,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.33333333333333,36.0,School A,All,All,Non-FSM,All,212.0,7.0,21.0,0.3583104951724069,20.641689504827593,21.358310495172407,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,13.205882352941176,34.0,School A,All,All,Non-FSM,All,205.0,7.0,12.960975609756098,0.38972691549238603,12.571248694263712,13.350702525248483,average,Self-esteem,How much young people value themselves
stress_score,7.468085106382978,47.0,School A,All,All,Non-FSM,All,254.0,7.0,8.208661417322835,0.5462256568648025,7.662435760458033,8.754887074187637,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.921568627450981,51.0,School A,All,All,Non-FSM,All,308.0,7.0,5.25,0.5446541449097082,4.705345855090291,5.794654144909709,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.515151515151516,33.0,School A,All,All,Non-FSM,All,210.0,7.0,9.776190476190477,0.4216269480157342,9.354563528174744,10.19781742420621,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.9473684210526314,57.0,School A,All,All,Non-FSM,All,325.0,7.0,2.9661538461538464,0.14729315644096558,2.818860689712881,3.1134470025948118,average,Loneliness,How often young people feel lonely
support_score,4.923076923076923,52.0,School A,All,All,Non-FSM,All,311.0,7.0,5.160771704180064,0.2403537722217273,4.920417931958337,5.401125476401791,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.4464285714285714,56.0,School A,All,All,Non-FSM,All,310.0,7.0,0.4838709677419355,0.07808423132979284,0.4057867364121427,0.5619551990717283,average,Sleep,How much sleep young people get
