variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab
stress_score,7.4,40.0,School G,Year 8,All,All,All
appearance_score,4.7,40.0,School G,Year 8,All,All,All
negative_score,10.0,26.0,School G,Year 8,All,All,All
lonely_score,3.4565217391304346,46.0,School G,Year 8,All,All,All
support_score,5.121951219512195,41.0,School G,Year 8,All,All,All
sleep_score,0.4634146341463415,41.0,School G,Year 8,All,All,All
physical_score,279.2307692307692,39.0,School G,Year 8,All,All,All
free_like_score,0.3695652173913043,46.0,School G,Year 8,All,All,All
media_score,4.136363636363637,44.0,School G,Year 8,All,All,All
places_score,0.4444444444444444,45.0,School G,Year 8,All,All,All
staff_talk_score,2.298780487804878,41.0,School G,Year 8,All,All,All
home_talk_score,2.4431818181818183,44.0,School G,Year 8,All,All,All
peer_talk_score,2.8152173913043477,46.0,School G,Year 8,All,All,All
talk_score,7.635135135135135,37.0,School G,Year 8,All,All,All
accept_score,10.526315789473685,38.0,School G,Year 8,All,All,All
school_belong_score,3.0208333333333335,48.0,School G,Year 8,All,All,All
staff_relationship_score,12.555555555555555,36.0,School G,Year 8,All,All,All
home_relationship_score,12.0,26.0,School G,Year 8,All,All,All
home_happy_score,4.391304347826087,46.0,School G,Year 8,All,All,All
local_env_score,15.226190476190478,28.0,School G,Year 8,All,All,All
discrim_score,0.9791666666666666,48.0,School G,Year 8,All,All,All
belong_local_score,0.4,45.0,School G,Year 8,All,All,All
wealth_score,0.4375,32.0,School G,Year 8,All,All,All
future_score,7.4772727272727275,22.0,School G,Year 8,All,All,All
climate_score,0.6428571428571429,42.0,School G,Year 8,All,All,All
social_score,12.416666666666666,36.0,School G,Year 8,All,All,All
bully_score,7.473684210526316,38.0,School G,Year 8,All,All,All
birth_you_age_score,8.152173913043478,46.0,School G,Year 10,All,All,All
autonomy_score,18.06896551724138,29.0,School G,Year 10,All,All,All
life_satisfaction_score,4.78,50.0,School G,Year 10,All,All,All
optimism_score,11.222222222222221,36.0,School G,Year 10,All,All,All
wellbeing_score,20.88888888888889,27.0,School G,Year 10,All,All,All
esteem_score,12.63888888888889,36.0,School G,Year 10,All,All,All
stress_score,8.0,43.0,School G,Year 10,All,All,All
appearance_score,3.7954545454545454,44.0,School G,Year 10,All,All,All
negative_score,9.777777777777779,18.0,School G,Year 10,All,All,All
lonely_score,2.8979591836734695,49.0,School G,Year 10,All,All,All
support_score,5.217391304347826,46.0,School G,Year 10,All,All,All
sleep_score,0.4375,48.0,School G,Year 10,All,All,All
physical_score,273.1914893617021,47.0,School G,Year 10,All,All,All
free_like_score,0.4166666666666667,48.0,School G,Year 10,All,All,All
media_score,3.765957446808511,47.0,School G,Year 10,All,All,All
places_score,0.5869565217391305,46.0,School G,Year 10,All,All,All
staff_talk_score,2.6802325581395348,43.0,School G,Year 10,All,All,All
home_talk_score,2.49468085106383,47.0,School G,Year 10,All,All,All
peer_talk_score,2.4468085106382977,47.0,School G,Year 10,All,All,All
talk_score,7.526315789473684,38.0,School G,Year 10,All,All,All
accept_score,10.264705882352942,34.0,School G,Year 10,All,All,All
school_belong_score,2.877551020408163,49.0,School G,Year 10,All,All,All
staff_relationship_score,12.666666666666666,39.0,School G,Year 10,All,All,All
home_relationship_score,12.5,38.0,School G,Year 10,All,All,All
home_happy_score,5.239130434782608,46.0,School G,Year 10,All,All,All
local_env_score,13.98333333333333,20.0,School G,Year 10,All,All,All
discrim_score,0.94,50.0,School G,Year 10,All,All,All
belong_local_score,0.42857142857142855,49.0,School G,Year 10,All,All,All
wealth_score,0.16666666666666666,30.0,School G,Year 10,All,All,All
future_score,7.690476190476191,21.0,School G,Year 10,All,All,All
climate_score,0.5652173913043478,46.0,School G,Year 10,All,All,All
social_score,11.914285714285715,35.0,School G,Year 10,All,All,All
bully_score,7.5,44.0,School G,Year 10,All,All,All
birth_you_age_score,7.0,12.0,School G,All,Girl,All,All
autonomy_score,,,School G,All,Girl,All,All
life_satisfaction_score,4.928571428571429,14.0,School G,All,Girl,All,All
optimism_score,,,School G,All,Girl,All,All
wellbeing_score,,,School G,All,Girl,All,All
esteem_score,,,School G,All,Girl,All,All
stress_score,7.538461538461538,13.0,School G,All,Girl,All,All
appearance_score,4.0,11.0,School G,All,Girl,All,All
negative_score,,,School G,All,Girl,All,All
lonely_score,2.142857142857143,14.0,School G,All,Girl,All,All
support_score,5.214285714285714,14.0,School G,All,Girl,All,All
sleep_score,0.42857142857142855,14.0,School G,All,Girl,All,All
physical_score,237.27272727272728,11.0,School G,All,Girl,All,All
free_like_score,0.5,12.0,School G,All,Girl,All,All
media_score,5.214285714285714,14.0,School G,All,Girl,All,All
places_score,0.5384615384615384,13.0,School G,All,Girl,All,All
staff_talk_score,2.9583333333333335,12.0,School G,All,Girl,All,All
home_talk_score,2.7115384615384617,13.0,School G,All,Girl,All,All
peer_talk_score,2.8461538461538463,13.0,School G,All,Girl,All,All
talk_score,8.8,10.0,School G,All,Girl,All,All
accept_score,10.153846153846153,13.0,School G,All,Girl,All,All
school_belong_score,3.2142857142857144,14.0,School G,All,Girl,All,All
staff_relationship_score,13.307692307692308,13.0,School G,All,Girl,All,All
home_relationship_score,12.23076923076923,13.0,School G,All,Girl,All,All
home_happy_score,5.0,14.0,School G,All,Girl,All,All
local_env_score,,,School G,All,Girl,All,All
discrim_score,1.0,14.0,School G,All,Girl,All,All
belong_local_score,0.5,14.0,School G,All,Girl,All,All
wealth_score,,,School G,All,Girl,All,All
future_score,,,School G,All,Girl,All,All
climate_score,0.5384615384615384,13.0,School G,All,Girl,All,All
social_score,,,School G,All,Girl,All,All
bully_score,7.636363636363637,11.0,School G,All,Girl,All,All
birth_you_age_score,6.676470588235294,17.0,School G,All,Boy,All,All
autonomy_score,19.454545454545453,11.0,School G,All,Boy,All,All
life_satisfaction_score,5.2,20.0,School G,All,Boy,All,All
optimism_score,11.333333333333334,15.0,School G,All,Boy,All,All
wellbeing_score,20.928571428571427,14.0,School G,All,Boy,All,All
esteem_score,13.1875,16.0,School G,All,Boy,All,All
stress_score,7.133333333333334,15.0,School G,All,Boy,All,All
appearance_score,3.1875,16.0,School G,All,Boy,All,All
negative_score,10.307692307692308,13.0,School G,All,Boy,All,All
lonely_score,3.2,20.0,School G,All,Boy,All,All
support_score,4.8,20.0,School G,All,Boy,All,All
sleep_score,0.47058823529411764,17.0,School G,All,Boy,All,All
physical_score,181.66666666666666,18.0,School G,All,Boy,All,All
free_like_score,0.45,20.0,School G,All,Boy,All,All
media_score,3.0555555555555554,18.0,School G,All,Boy,All,All
places_score,0.5789473684210527,19.0,School G,All,Boy,All,All
staff_talk_score,2.764705882352941,17.0,School G,All,Boy,All,All
home_talk_score,2.2916666666666665,18.0,School G,All,Boy,All,All
peer_talk_score,2.9210526315789473,19.0,School G,All,Boy,All,All
talk_score,8.046875,16.0,School G,All,Boy,All,All
accept_score,10.785714285714286,14.0,School G,All,Boy,All,All
school_belong_score,3.4,20.0,School G,All,Boy,All,All
staff_relationship_score,12.23076923076923,13.0,School G,All,Boy,All,All
home_relationship_score,12.0,12.0,School G,All,Boy,All,All
home_happy_score,4.368421052631579,19.0,School G,All,Boy,All,All
local_env_score,,,School G,All,Boy,All,All
discrim_score,1.0,20.0,School G,All,Boy,All,All
belong_local_score,0.3333333333333333,18.0,School G,All,Boy,All,All
wealth_score,0.09090909090909091,11.0,School G,All,Boy,All,All
future_score,,,School G,All,Boy,All,All
climate_score,0.631578947368421,19.0,School G,All,Boy,All,All
social_score,13.5,12.0,School G,All,Boy,All,All
bully_score,7.214285714285714,14.0,School G,All,Boy,All,All
birth_you_age_score,7.796296296296297,54.0,School G,All,All,FSM,All
autonomy_score,18.974358974358974,39.0,School G,All,All,FSM,All
life_satisfaction_score,5.15,60.0,School G,All,All,FSM,All
optimism_score,12.0,49.0,School G,All,All,FSM,All
wellbeing_score,20.41176470588235,34.0,School G,All,All,FSM,All
esteem_score,12.729166666666666,48.0,School G,All,All,FSM,All
stress_score,7.75,52.0,School G,All,All,FSM,All
appearance_score,4.072727272727272,55.0,School G,All,All,FSM,All
negative_score,10.478260869565217,23.0,School G,All,All,FSM,All
lonely_score,3.3728813559322033,59.0,School G,All,All,FSM,All
support_score,5.25,52.0,School G,All,All,FSM,All
sleep_score,0.4727272727272727,55.0,School G,All,All,FSM,All
physical_score,274.8,50.0,School G,All,All,FSM,All
free_like_score,0.3684210526315789,57.0,School G,All,All,FSM,All
media_score,3.982456140350877,57.0,School G,All,All,FSM,All
places_score,0.5517241379310345,58.0,School G,All,All,FSM,All
staff_talk_score,2.580188679245283,53.0,School G,All,All,FSM,All
home_talk_score,2.457627118644068,59.0,School G,All,All,FSM,All
peer_talk_score,2.6578947368421053,57.0,School G,All,All,FSM,All
talk_score,7.663265306122449,49.0,School G,All,All,FSM,All
accept_score,10.148936170212766,47.0,School G,All,All,FSM,All
school_belong_score,2.9166666666666665,60.0,School G,All,All,FSM,All
staff_relationship_score,12.66,50.0,School G,All,All,FSM,All
home_relationship_score,12.475,40.0,School G,All,All,FSM,All
home_happy_score,4.631578947368421,57.0,School G,All,All,FSM,All
local_env_score,15.02222222222222,30.0,School G,All,All,FSM,All
discrim_score,0.9333333333333333,60.0,School G,All,All,FSM,All
belong_local_score,0.3620689655172414,58.0,School G,All,All,FSM,All
wealth_score,0.35135135135135137,37.0,School G,All,All,FSM,All
future_score,7.52,25.0,School G,All,All,FSM,All
climate_score,0.6111111111111112,54.0,School G,All,All,FSM,All
social_score,12.11111111111111,45.0,School G,All,All,FSM,All
bully_score,7.510204081632653,49.0,School G,All,All,FSM,All
birth_you_age_score,8.6875,32.0,School G,All,All,Non-FSM,All
autonomy_score,17.59090909090909,22.0,School G,All,All,Non-FSM,All
life_satisfaction_score,4.647058823529412,34.0,School G,All,All,Non-FSM,All
optimism_score,10.727272727272727,22.0,School G,All,All,Non-FSM,All
wellbeing_score,21.36842105263158,19.0,School G,All,All,Non-FSM,All
esteem_score,13.466666666666667,30.0,School G,All,All,Non-FSM,All
stress_score,7.586206896551724,29.0,School G,All,All,Non-FSM,All
appearance_score,4.2592592592592595,27.0,School G,All,All,Non-FSM,All
negative_score,9.473684210526315,19.0,School G,All,All,Non-FSM,All
lonely_score,2.838709677419355,31.0,School G,All,All,Non-FSM,All
support_score,5.0,31.0,School G,All,All,Non-FSM,All
sleep_score,0.4,30.0,School G,All,All,Non-FSM,All
physical_score,293.4375,32.0,School G,All,All,Non-FSM,All
free_like_score,0.42424242424242425,33.0,School G,All,All,Non-FSM,All
media_score,4.1,30.0,School G,All,All,Non-FSM,All
places_score,0.4827586206896552,29.0,School G,All,All,Non-FSM,All
staff_talk_score,2.4310344827586206,29.0,School G,All,All,Non-FSM,All
home_talk_score,2.5258620689655173,29.0,School G,All,All,Non-FSM,All
peer_talk_score,2.6370967741935485,31.0,School G,All,All,Non-FSM,All
talk_score,7.635416666666667,24.0,School G,All,All,Non-FSM,All
accept_score,10.681818181818182,22.0,School G,All,All,Non-FSM,All
school_belong_score,3.0,33.0,School G,All,All,Non-FSM,All
staff_relationship_score,12.5,24.0,School G,All,All,Non-FSM,All
home_relationship_score,12.0,26.0,School G,All,All,Non-FSM,All
home_happy_score,5.0625,32.0,School G,All,All,Non-FSM,All
local_env_score,14.177777777777777,15.0,School G,All,All,Non-FSM,All
discrim_score,1.0,34.0,School G,All,All,Non-FSM,All
belong_local_score,0.48484848484848486,33.0,School G,All,All,Non-FSM,All
wealth_score,0.20833333333333334,24.0,School G,All,All,Non-FSM,All
future_score,7.6,15.0,School G,All,All,Non-FSM,All
climate_score,0.5757575757575758,33.0,School G,All,All,Non-FSM,All
social_score,12.208333333333334,24.0,School G,All,All,Non-FSM,All
bully_score,7.5,30.0,School G,All,All,Non-FSM,All
birth_you_age_score,8.551282051282051,39.0,School G,All,All,All,SEN
autonomy_score,18.896551724137932,29.0,School G,All,All,All,SEN
life_satisfaction_score,4.666666666666667,42.0,School G,All,All,All,SEN
optimism_score,11.823529411764707,34.0,School G,All,All,All,SEN
wellbeing_score,20.31578947368421,19.0,School G,All,All,All,SEN
esteem_score,13.444444444444445,36.0,School G,All,All,All,SEN
stress_score,7.7105263157894735,38.0,School G,All,All,All,SEN
appearance_score,4.7105263157894735,38.0,School G,All,All,All,SEN
negative_score,9.647058823529411,17.0,School G,All,All,All,SEN
lonely_score,3.125,40.0,School G,All,All,All,SEN
support_score,5.131578947368421,38.0,School G,All,All,All,SEN
sleep_score,0.5277777777777778,36.0,School G,All,All,All,SEN
physical_score,314.57142857142856,35.0,School G,All,All,All,SEN
free_like_score,0.3170731707317073,41.0,School G,All,All,All,SEN
media_score,4.2368421052631575,38.0,School G,All,All,All,SEN
places_score,0.48717948717948717,39.0,School G,All,All,All,SEN
staff_talk_score,2.7058823529411766,34.0,School G,All,All,All,SEN
home_talk_score,2.401315789473684,38.0,School G,All,All,All,SEN
peer_talk_score,2.611842105263158,38.0,School G,All,All,All,SEN
talk_score,7.598214285714286,28.0,School G,All,All,All,SEN
accept_score,10.03125,32.0,School G,All,All,All,SEN
school_belong_score,3.0238095238095237,42.0,School G,All,All,All,SEN
staff_relationship_score,12.558823529411764,34.0,School G,All,All,All,SEN
home_relationship_score,12.2,30.0,School G,All,All,All,SEN
home_happy_score,4.425,40.0,School G,All,All,All,SEN
local_env_score,14.616666666666664,20.0,School G,All,All,All,SEN
discrim_score,0.9047619047619048,42.0,School G,All,All,All,SEN
belong_local_score,0.375,40.0,School G,All,All,All,SEN
wealth_score,0.3448275862068966,29.0,School G,All,All,All,SEN
future_score,7.404761904761905,21.0,School G,All,All,All,SEN
climate_score,0.6944444444444444,36.0,School G,All,All,All,SEN
social_score,12.125,32.0,School G,All,All,All,SEN
bully_score,7.472222222222222,36.0,School G,All,All,All,SEN
birth_you_age_score,8.081395348837209,43.0,School G,All,All,All,Non-SEN
autonomy_score,17.6,30.0,School G,All,All,All,Non-SEN
life_satisfaction_score,5.183673469387755,49.0,School G,All,All,All,Non-SEN
optimism_score,11.272727272727273,33.0,School G,All,All,All,Non-SEN
wellbeing_score,20.90625,32.0,School G,All,All,All,Non-SEN
esteem_score,12.432432432432432,37.0,School G,All,All,All,Non-SEN
stress_score,7.7,40.0,School G,All,All,All,Non-SEN
appearance_score,3.6,40.0,School G,All,All,All,Non-SEN
negative_score,10.23076923076923,26.0,School G,All,All,All,Non-SEN
lonely_score,3.127659574468085,47.0,School G,All,All,All,Non-SEN
support_score,5.414634146341464,41.0,School G,All,All,All,Non-SEN
sleep_score,0.41304347826086957,46.0,School G,All,All,All,Non-SEN
physical_score,266.6666666666667,45.0,School G,All,All,All,Non-SEN
free_like_score,0.45652173913043476,46.0,School G,All,All,All,Non-SEN
media_score,3.765957446808511,47.0,School G,All,All,All,Non-SEN
places_score,0.5555555555555556,45.0,School G,All,All,All,Non-SEN
staff_talk_score,2.3295454545454546,44.0,School G,All,All,All,Non-SEN
home_talk_score,2.619565217391304,46.0,School G,All,All,All,Non-SEN
peer_talk_score,2.5,47.0,School G,All,All,All,Non-SEN
talk_score,7.4375,40.0,School G,All,All,All,Non-SEN
accept_score,10.82857142857143,35.0,School G,All,All,All,Non-SEN
school_belong_score,2.7083333333333335,48.0,School G,All,All,All,Non-SEN
staff_relationship_score,12.702702702702704,37.0,School G,All,All,All,Non-SEN
home_relationship_score,12.586206896551724,29.0,School G,All,All,All,Non-SEN
home_happy_score,4.955555555555556,45.0,School G,All,All,All,Non-SEN
local_env_score,14.693333333333333,25.0,School G,All,All,All,Non-SEN
discrim_score,1.0,49.0,School G,All,All,All,Non-SEN
belong_local_score,0.5106382978723404,47.0,School G,All,All,All,Non-SEN
wealth_score,0.27586206896551724,29.0,School G,All,All,All,Non-SEN
future_score,7.657894736842105,19.0,School G,All,All,All,Non-SEN
climate_score,0.5333333333333333,45.0,School G,All,All,All,Non-SEN
social_score,12.151515151515152,33.0,School G,All,All,All,Non-SEN
bully_score,7.619047619047619,42.0,School G,All,All,All,Non-SEN
